timestamp;user;system;children_user;children_system;iowait
2023-07-06 05:38:55.694056;0.0;0.0;0.0;0.0;0.0
2023-07-06 05:38:57.195295;1.04;0.14;0.0;0.0;0.0
2023-07-06 05:38:58.699327;2.41;0.25;0.0;0.0;0.0
2023-07-06 05:39:00.205289;3.72;0.42;0.0;0.0;0.0
2023-07-06 05:39:01.711367;5.07;0.57;0.0;0.0;0.0
2023-07-06 05:39:03.218517;6.41;0.68;0.0;0.0;0.0
2023-07-06 05:39:04.726938;7.7;0.91;0.0;0.0;0.0
2023-07-06 05:39:06.239861;9.1;1.01;0.0;0.0;0.0
2023-07-06 05:39:07.752343;10.48;1.16;0.0;0.0;0.0
2023-07-06 05:39:09.268683;11.88;1.27;0.0;0.0;0.0
2023-07-06 05:39:10.783331;13.3;1.37;0.0;0.0;0.0
2023-07-06 05:39:12.297784;14.67;1.51;0.0;0.0;0.0
2023-07-06 05:39:13.811943;16.0;1.7;0.0;0.0;0.0
2023-07-06 05:39:15.327129;17.34;1.87;0.0;0.0;0.0
2023-07-06 05:39:16.842577;18.73;2.0;0.0;0.0;0.0
2023-07-06 05:39:18.357979;20.07;2.17;0.0;0.0;0.0
2023-07-06 05:39:19.875727;21.4;2.36;0.0;0.0;0.0
2023-07-06 05:39:21.396099;22.78;2.51;0.0;0.0;0.0
2023-07-06 05:39:22.919818;24.14;2.66;0.0;0.0;0.0
2023-07-06 05:39:24.437964;25.51;2.81;0.0;0.0;0.0
2023-07-06 05:39:25.956619;26.87;2.97;0.0;0.0;0.0
2023-07-06 05:39:27.475607;28.26;3.1;0.0;0.0;0.0
2023-07-06 05:39:28.996939;29.61;3.27;0.0;0.0;0.0
2023-07-06 05:39:30.517281;31.04;3.36;0.0;0.0;0.0
2023-07-06 05:39:32.037590;32.56;3.36;0.0;0.0;0.0
2023-07-06 05:39:33.559526;34.08;3.36;0.0;0.0;0.0
2023-07-06 05:39:35.080195;35.61;3.36;0.0;0.0;0.0
2023-07-06 05:39:36.601356;37.12;3.36;0.0;0.0;0.0
2023-07-06 05:39:38.122291;38.64;3.36;0.0;0.0;0.0
2023-07-06 05:39:39.642638;40.16;3.36;0.0;0.0;0.0
2023-07-06 05:39:41.162598;41.68;3.36;0.0;0.0;0.0
2023-07-06 05:39:42.682105;43.2;3.36;0.0;0.0;0.0
2023-07-06 05:39:44.204825;44.62;3.37;0.0;0.0;0.0
2023-07-06 05:39:45.724853;45.11;3.52;0.0;0.0;0.0
2023-07-06 05:39:47.244862;45.22;3.53;0.0;0.0;0.0
2023-07-06 05:39:48.766206;46.01;3.58;0.0;0.0;0.0
2023-07-06 05:39:50.287522;46.64;3.61;0.0;0.0;0.0
